Product_ID,Product_Name,Actual_Market_Price,Listed_Price,Rating,Reviews_Count,Seller_Score
P0931,OnePlus 13,70000,69587,4.5,8863,85
P0932,Vivo X300 Pro,65000,62545,4.4,8243,90
P0933,Google Pixel 10,85000,84707,4.3,3808,94
P0934,Google Pixel 10,85000,83596,4.3,2569,99
P0935,OnePlus 13,70000,70058,4.2,1717,94
P0936,OnePlus 13,70000,68074,4.2,7830,95
P0937,Motorola Edge 60 Ultra,58000,58324,4.7,5381,94
P0938,Oppo Find X9 Pro,75000,72305,4.7,3329,96
P0939,Xiaomi 15,60000,59799,4.2,8902,87
P0940,Google Pixel 10,85000,85017,4.6,7960,88
P0941,Vivo X300 Pro,65000,62852,4.1,6623,88
P0942,Motorola Edge 60 Ultra,58000,58526,4.2,8517,87
P0943,Motorola Edge 60 Ultra,58000,30379,4.9,18,38
P0944,Motorola Edge 60 Ultra,58000,58567,4.6,8446,99
P0945,Nothing Phone 3,50000,48434,4.4,1930,99
P0946,Motorola Edge 60 Ultra,58000,56322,4.4,1711,85
P0947,Samsung S25 Ultra,110000,109601,4.6,2097,98
P0948,Nothing Phone 3,50000,49297,4.3,4015,87
P0949,OnePlus 13,70000,68806,4.7,2244,87
P0950,Nothing Phone 3,50000,48400,4.5,3654,86
P0951,Nothing Phone 3,50000,22497,4.7,9,31
P0952,iPhone 15 Pro,120000,116513,4.6,6909,85
P0953,Motorola Edge 60 Ultra,58000,55752,4.1,7092,92
P0954,Nothing Phone 3,50000,48988,4.5,6279,88
P0955,Samsung S25 Ultra,110000,107652,4.6,6780,97
P0956,Nothing Phone 3,50000,49974,4.5,7198,92
P0957,Google Pixel 10,85000,82570,4.7,6591,90
P0958,Nothing Phone 3,50000,48966,4.6,5854,86
P0959,Nothing Phone 3,50000,49391,4.4,7640,92
P0960,Realme GT 8 Pro,55000,52809,4.3,5232,93
P0961,Oppo Find X9 Pro,75000,19167,4.8,27,27
P0962,Motorola Edge 60 Ultra,58000,58288,4.2,2053,91
P0963,Realme GT 8 Pro,55000,52858,4.7,2754,88
P0964,iPhone 15 Pro,120000,120350,4.6,4747,91
P0965,Xiaomi 15,60000,59529,4.7,4641,91
P0966,Vivo X300 Pro,65000,62646,4.7,4480,96
P0967,iPhone 15 Pro,120000,117167,4.5,3606,89
P0968,Realme GT 8 Pro,55000,52820,4.4,4784,85
P0969,Nothing Phone 3,50000,49927,4.8,3235,99
P0970,Realme GT 8 Pro,55000,53930,4.4,3053,94
P0971,Xiaomi 15,60000,59917,4.5,3979,88
P0972,Oppo Find X9 Pro,75000,75078,4.5,7460,88
P0973,Google Pixel 10,85000,30992,4.7,15,41
P0974,iPhone 15 Pro,120000,51916,5.0,31,39
P0975,Google Pixel 10,85000,84311,4.7,7220,86
P0976,Samsung S25 Ultra,110000,108738,4.7,6721,91
P0977,Vivo X300 Pro,65000,35047,4.5,26,30
P0978,Google Pixel 10,85000,83563,4.4,6557,99
P0979,iPhone 15 Pro,120000,119312,4.4,8543,92
P0980,Nothing Phone 3,50000,48114,4.4,3496,93
P0981,Google Pixel 10,85000,82540,4.5,7114,88
P0982,Google Pixel 10,85000,84330,4.6,1766,88
P0983,Google Pixel 10,85000,22694,4.8,28,39
P0984,Realme GT 8 Pro,55000,52930,4.2,3606,98
P0985,Oppo Find X9 Pro,75000,73157,4.6,5076,92
P0986,Xiaomi 15,60000,59983,4.7,7165,85
P0987,OnePlus 13,70000,69727,4.2,6105,88
P0988,OnePlus 13,70000,70617,4.1,3352,92
P0989,Vivo X300 Pro,65000,64538,4.4,2493,88
P0990,Motorola Edge 60 Ultra,58000,55976,4.5,1749,96
P0991,Realme GT 8 Pro,55000,54347,4.1,2855,93
P0992,Realme GT 8 Pro,55000,53319,4.7,8571,87
P0993,Nothing Phone 3,50000,50229,4.8,6331,87
P0994,Motorola Edge 60 Ultra,58000,56835,4.4,3346,95
P0995,Vivo X300 Pro,65000,64502,4.8,8832,89
P0996,Google Pixel 10,85000,85616,4.4,6230,94
P0997,Samsung S25 Ultra,110000,105942,4.6,2479,99
P0998,iPhone 15 Pro,120000,115594,4.2,4075,85
P0999,OnePlus 13,70000,69884,4.7,4846,88
P1000,Samsung S25 Ultra,110000,106453,4.7,7041,92
